STT,"Ý định (Tên intent bắt buộc chỉ chứa các chữ cái thường, số và gạch chân)",DESCRIPTION,Mô tả
38,tktt_gioi_thieu,chi tiết thông tin về tài khoản trực tuyến,
39,tktt_gioi_thieu,thế nào là tài khoản trực tuyến,
40,tktt_gioi_thieu,tktt,
41,tktt_gioi_thieu,tài khoản online là gì,
42,tktt_gioi_thieu,tài khoản online,
43,tktt_gioi_thieu,acc trực truyến,
44,tktt_gioi_thieu,acc online,
45,tktt_gioi_thieu,account online,
46,tktt_gioi_thieu,what is account online,
47,tktt_gioi_thieu,tài khoản trực tuyến là như nào nhỉ,
48,tktt_gioi_thieu,tài khoản trực tuyến là gì bạn nhỉ,
49,tktt_gioi_thieu,tài khoản trực tuyến là thế nào nhỉ,
50,tktt_gioi_thieu,có thể giới thiệu sơ qua cho mình về tài khoản trực tuyến được không,
51,tktt_gioi_thieu,"mình có nghe nói đến tài khoản trực tuyến mà không biết là gì,",
52,tktt_gioi_thieu,giới thiệu giúp mình về tài khoản trực tuyến,
53,tktt_gioi_thieu,Tài khoản trực tuyến?,
54,tktt_gioi_thieu,Tài khoản trực tuyến là gì?,
55,tktt_gioi_thieu,Tài khoản eKYC là gì?,
56,tktt_gioi_thieu,Tài khoản định danh điện tử?,
57,tktt_gioi_thieu,tktt là gì,
32,diadiem_pgd,"Hiện tại e đang ở quận 12, muốn tìm điểm giao dịch",
33,diadiem_pgd,điểm giao dịch ở Gia Lâm,
34,diadiem_pgd,ở khu vực Long Biên có những điểm giao dịch nào của  thế,
35,diadiem_pgd,địa chỉ cửa hàng  ở Vũng Tàu,
36,diadiem_pgd,"tôi đang ở Huỳnh Thúc Kháng, tôi cần tìm điểm giao dịch",
37,diadiem_pgd,cửa hàng giao dịch ở quận 1,
38,diadiem_pgd,quầy giao dịch tại Ninh Bình,
39,diadiem_pgd,có điểm giao dịch gần Phạm Hùng không?,
40,diadiem_pgd,tra cứu điểm giao dịch ,
41,diadiem_pgd,Điểm giao dịch Thanh Trì,
42,diadiem_pgd,phòng giao dịch tại đâu ở Hà Đông,
43,diadiem_pgd,Địa điểm giao dichch,
44,diadiem_pgd,ở thành phố Bắc Ninh  có những chi nhánh ở đâu vậy ạ?,
45,diadiem_pgd,địa điểm giao dịch,
46,diadiem_pgd,có địa điểm phòng giao dịch nào gần đây,
47,diadiem_pgd,cho hỏi phòng giao dịch ở Quận 10,
48,diadiem_pgd,cửa hàng giao dịch ở Phú Quốc,
49,diadiem_pgd,cơ sở  ở Cẩm Phả nằm ở đâu?,
50,diadiem_pgd,Cho mình hỏi ở Thuận An có cửa hàng  nào không,
51,diadiem_pgd,quầy giao dịch ,
52,diadiem_pgd,Cho em hỏi địa chỉ điểm giao dịch ở Huế,
53,diadiem_pgd,Điểm giao dịch ở thành phố Hà Tĩnh thì ở đâu ạ,
54,diadiem_pgd,địa điểm cửa hàng  ở Đà Nẵng,
55,diadiem_pgd,tôi muốn tìm điểm giao dịch  nào gần đây,
56,diadiem_pgd,Cung cấp cho tôi địa chỉ  tại khu vực Trương Định,
57,diadiem_pgd,"cửa hàng  gần nhất ở quận Đống Đa, Hà Nội",
58,diadiem_pgd,Tìm điểm giao dịch ở quận 4,
59,diadiem_pgd,mình muốn tìm chi nhánh cửa hàng  tại Quận 7 tp HCM,
60,diadiem_pgd,Địa chỉ phòng giao dịch,
61,diadiem_pgd,Địa điểm phòng giao dịch ở đâu ạ?,
62,diadiem_pgd,có quầy giao dịch nào gần đây không,
63,diadiem_pgd,Điểm giao dịch ở quận Đống Đa,
64,diadiem_pgd,Phường Phạm Ngũ Lão có điểm nào không em?,
65,diadiem_pgd,điểm giao dịch,
66,diadiem_pgd,tìm chi nhánh gần Đinh Lễ hà nội,
67,diadiem_pgd,tìm phòng giao dịch gần Đinh Lễ Hà Nội,
68,diadiem_pgd,tìm chi nhánh ACB,
69,diadiem_pgd,"chi nhánh ACB gần Giải Phóng, Hà Nội",
70,diadiem_pgd,Tôi muốn tìm chi nhánh ACB khu vực Hoàng Mai Hà Nội,
71,diadiem_pgd,tìm chi nhánh,
72,diadiem_pgd,phòng giao dịch,
73,diadiem_pgd,phòng giao dịch ACB,
33,fallback,Bắc Ninh,
34,fallback,Bắc Kạn,
35,fallback,Phú Yên,
36,fallback,Quảng Nam,
37,fallback,Hậu Giang,
38,fallback,Lào Cai,
39,fallback,Bắc Giang,
40,fallback,Đắk Lắk,
41,fallback,Điện Biên,
42,fallback,Đồng Tháp,
43,fallback,Lâm Đồng,
44,fallback,Sơn La,
45,fallback,Long An,
46,fallback,Quảng Trị,
47,fallback,Vĩnh Phúc,
48,fallback,Bình Phước,
49,fallback,Nam Định,
50,fallback,Bình Dương,
51,fallback,Lạng Sơn,
52,fallback,Kiên Giang,
53,fallback,Hải Phòng,
54,fallback,Quảng Bình,
55,fallback,Bình Định,
56,fallback,Trà Vinh,
57,fallback,Hà Nam,
58,fallback,Thái Nguyên,
59,fallback,Ninh Bình,
60,fallback,Cà Mau,
61,fallback,Cao Bằng,
62,fallback,Tiền Giang,
63,fallback,Đà Nẵng,
64,fallback,Quảng Ninh,
65,fallback,Hà Nội,
66,fallback,Bạc Liêu,
67,fallback,TP HCM,
68,fallback,Thừa Thiên Huế,
69,fallback,Đắk Nông,
70,fallback,Sóc Trăng,
71,fallback,Hải Dương,
72,fallback,Tây Ninh,
73,fallback,Cần Thơ,
74,fallback,Yên Bái,
75,fallback,An Giang,
76,fallback,Bến Tre,
77,fallback,Ninh Thuận,
78,fallback,Tuyên Quang,
79,fallback,Khánh Hòa,
80,fallback,Vĩnh Long,
81,fallback,Phú Thọ,
82,fallback,Nghệ An,
83,fallback,Hưng Yên,
84,fallback,Bình Thuận,
85,fallback,Thái Bình,
86,fallback,Lai Châu,
87,fallback,Kon Tum,
88,fallback,Thanh Hóa,
89,fallback,Bà Rịa Vũng Tàu,
90,fallback,Gia Lai,
91,fallback,Đồng Nai,
92,fallback,hòa bình,
93,fallback,Hà Tĩnh,
94,fallback,Quảng Ngãi,
95,fallback,Hà Giang,
96,fallback,Hồ Chí Minh,
97,fallback,Tôi muốn vay tín chấp,
98,fallback,abcde,
99,fallback,game trực tuyến,
100,fallback,fđfjdj,
101,fallback,0u0rrrr,
102,fallback,eqrer,
103,fallback,fadfadfasdf,
104,fallback,313241324,
105,fallback,klcvzcvz,
34,cam_on,Cảm ơn,
35,cam_on,cám ơn bạn,
36,cam_on,thanks,
37,cam_on,thank you,
38,cam_on,cảm ơn nhiều,
39,cam_on,chân thành cảm ơn,
40,cam_on,cảm ơn nhiều nhé,
41,cam_on,em cảm ơn chị,
42,cam_on,cảm ơn chị,
43,cam_on,cảm ơn bot,
44,cam_on,cảm ơn em,
45,cam_on,cảm ơn em nhé,
46,cam_on,cảm ơn bot nha,
47,cam_on,Oke để chốc mình thử xem thế nào,
48,cam_on,hết ạ,
49,cam_on,cám ơn,
50,cam_on,Ok thanks em,
51,cam_on,"À, vâng cám ơn",
52,cam_on,"vâng, mình cám ơn. Chúc bạn 1 ngày tốt lành :D",
53,cam_on,Oki bạn,
54,cam_on,thanks bạn,
55,cam_on,mình cảm ơn,
56,cam_on,thanks you very much,
57,cam_on,cảm ơn bạn nhiều.,
58,cam_on,cảm ơn ad,
59,cam_on,Cảm ơn bạn nha,
60,cam_on,Dạ cảm ơn cô rất nhiều.. Tôi đã hỏi xong,
61,cam_on,Ukm.cảm ơn nhá,
62,cam_on,Cảm ơn bạn,
63,cam_on,Bye chị,
64,cam_on,em cảm ơn Anh/Chi,
65,cam_on,E cảm ơn anh chị nhiều,
66,cam_on,mình cảm ơn ạ,
67,cam_on,OH. Cảm ơn bạn nhé !,
68,cam_on,ổn rồi nha cám ơn nhiều,
69,cam_on,thanks ad,
70,cam_on,cảm ơn bạn đã hỗ trợ,
71,cam_on,tạm biệt ad,
72,cam_on,goodbye,
73,cam_on,See you later,
74,cam_on,thank bot,
75,cam_on,Cảm ơn nhiều nhiều,
76,cam_on,Cảm ơn ạ,
77,cam_on,tạm biệt,
78,cam_on,tạm biệt em,
79,cam_on,hẹn gặp lại,
80,cam_on,cam on,
81,cam_on,bye,
82,cam_on,bye nhé,
83,cam_on,tks,
84,cam_on,cảm ơn nhiều lắm nè,
85,cam_on,bye bye,
86,cam_on,bai,
87,cam_on,g9,
88,cam_on,good night,
89,cam_on,bái bai,
90,cam_on,bai bai,
91,cam_on,cảm ơn iSee,
92,cam_on,Anh cảm ơn nhé,
93,cam_on,Chị cảm ơn nhé,
94,cam_on,ok cảm ơn,
95,cam_on,ok cảm ơn em,
96,cam_on,không còn gì nữa,
97,cam_on,"không, hết rồi",
98,cam_on,không,
35,xin_chao,chào,
36,xin_chao,chào buổi sáng,
37,xin_chao,chào bạn,
38,xin_chao,xin chào,
39,xin_chao,hi,
40,xin_chao,hello,
41,xin_chao,alo,
42,xin_chao,hi you,
43,xin_chao,bot ơi,
44,xin_chao,bot yêu ơi,
45,xin_chao,2,
46,xin_chao,2 em,
47,xin_chao,Get started,
48,xin_chao,start,
49,xin_chao,bắt đầu,
50,xin_chao,hello em,
51,xin_chao,hi ai see,
52,xin_chao,hello ai see,
53,xin_chao,hi isse,
54,xin_chao,chào buổi chiều,
55,xin_chao,xin chào isee,
56,xin_chao,xin chào ai see,
57,xin_chao,Chào em,
58,xin_chao,Anh chào em,
59,xin_chao,Chị chào em,
60,xin_chao,chào ai si,
61,xin_chao,2 ai si,
62,xin_chao,em ơi,
63,xin_chao,help,
64,xin_chao,xin chào bạn,
65,xin_chao,xin chào bot,
